"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"RNU6-863P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224273",24,15,23,26,46,23,12,28,16,4,42,8,12,10,79,38
"ENSG00000213549",4,0,10,0,3,4,2,2,2,0,9,2,2,0,14,2
"SRRM3",3037,841,6054,2622,8131,1930,2138,2095,2196,646,4918,1289,2372,1090,11310,3913
"YWHAG",43468,35572,80405,75010,108570,84617,32410,55461,19964,30289,71412,26747,26683,36741,115669,100943
"ENSG00000213548",0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0
"SSC4D",1712,590,3976,3115,5923,2070,957,2434,1393,512,5424,2172,1737,1400,5340,5573
"ZP3",798,116,1098,53,1430,190,147,132,163,18,653,42,620,124,2138,242
"ENSG00000233980",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"ENSG00000250614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPB1",15304,13956,26170,26336,32293,20193,7611,21015,7767,8835,22432,8466,12576,12778,53781,28007
"CRPPA",97,161,182,179,261,195,75,151,47,196,220,91,58,97,191,268
"RPL36AP29",0,0,2,8,0,0,0,0,0,0,0,0,0,3,1,0
"CRPPA-AS1",1,1,15,3,20,5,2,12,2,9,7,1,2,4,8,14
"SOSTDC1",13,239,62,226,116,376,29,191,4,182,112,56,24,203,68,338
"ENSG00000272537",0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"LRRC72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC317727",0,2,2,2,6,2,0,13,0,2,8,0,2,0,0,4
"ENSG00000272361",0,3,4,0,0,0,0,2,0,1,6,0,0,0,5,4
"ENSG00000287799",2,2,4,5,5,0,0,3,0,0,3,1,0,3,5,8
"LINC02983",15,5,36,15,59,57,16,10,20,35,34,22,2,9,49,56
"ENSG00000230733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR589",8,7,19,11,12,16,8,21,1,4,14,11,7,9,26,10
"ACTB",844948,577411,1093771,995445,1601371,1197546,419235,754752,408622,458610,1301872,317845,468705,588124,2171566,1223654
"ENSG00000272719",1,0,2,10,7,16,2,6,6,0,4,0,6,0,10,6
"ENSG00000228974",2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
"FSCN1",58450,46873,108524,117817,144288,118609,41950,85997,39247,62497,96403,38137,33418,47783,160175,146843
"RNF216-IT1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR6874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMARCD3",277,74,792,315,1138,223,254,176,241,410,1132,237,304,127,727,618
"DMTF1",5665,2110,9606,5742,11773,7780,4006,5703,2539,2896,11417,2780,3935,3684,20531,10625
"CLDN15",468,136,528,396,587,465,236,595,205,193,885,287,326,279,2322,1030
"TSGA13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ZKSCAN5",3665,2498,7283,5457,9936,6704,2491,4298,2357,2804,5905,2177,2467,2665,10929,8456
"TMEM130",1221,114,1490,352,1364,148,254,99,443,104,2584,207,556,248,2747,641
"AOC1",9,2,47,12,68,19,23,10,7,2,33,8,34,24,80,78
"SUMF2",7485,6430,15319,21526,16279,14532,4072,11756,4199,6161,13994,7646,4958,7442,20604,22728
"RNF216",7878,3488,14220,8925,18699,9418,4799,6220,4616,4676,13417,3553,4422,4184,22035,10845
"MATCAP2",75,44,199,177,409,82,90,46,120,340,441,184,71,69,261,423
"PHF14",7560,5754,13109,12585,16810,16479,6058,10626,4136,6209,10755,3952,4711,7513,23794,17222
"CEP41",1564,858,2462,1940,3130,2387,1022,1394,710,1017,2460,717,777,1171,3546,3182
"ENSG00000229626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273055",7,6,19,12,18,6,9,19,8,34,46,6,7,9,43,26
"LOC124901861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMB1",13243,13780,29958,32692,36261,29459,6863,18146,10226,18048,42187,14365,9182,16133,39568,53882
"LRRC61",788,1719,5164,8543,28,3685,486,6994,169,2491,147,3098,1624,2785,3745,11894
"ENSG00000261305",43,23,76,57,52,16,18,35,2,9,33,34,34,21,84,78
"RARRES2",25936,6412,32363,13197,40422,9558,8442,7235,8148,3412,27715,3591,12063,9591,55667,22124
"ENSG00000240449",85,27,182,70,179,74,59,30,52,64,104,21,34,40,325,140
"ENSG00000227073",3,2,0,2,2,0,0,0,0,0,0,0,0,2,4,0
"NUP205",33327,17142,62743,37553,78135,43853,21008,25345,18792,16680,58490,15463,18484,21080,102176,57362
"ENSG00000271414",0,3,1,3,0,3,0,4,2,4,0,0,2,0,6,1
"RPL15P11",0,2,4,16,4,4,0,0,0,4,0,0,0,2,1,1
"LOC124901827",1,0,3,0,0,0,1,0,0,0,1,0,1,1,4,0
"SCRN1",27785,19156,35950,34922,51622,31663,11369,27138,13692,15053,39768,15903,12260,21411,72747,58033
"ENSG00000227014",26,10,36,23,23,27,12,17,15,7,29,15,7,18,61,33
"FKBP14",1865,843,2504,2176,3558,1842,935,1473,967,1002,2813,880,904,1227,4627,2797
"ENSG00000231519",11,4,18,9,28,17,4,13,6,14,25,2,1,6,45,20
"AEBP1",8364,3820,13468,7704,21417,7372,5462,5747,5088,3470,18227,3885,5271,4890,28040,14477
"MIR4649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYL7",315,86,155,158,309,272,85,102,18,286,590,50,108,182,490,283
"VPS37D",559,255,1714,1202,2300,441,443,768,507,230,1589,573,714,350,2886,1574
"DNAJC30",871,791,1658,1470,2531,2531,716,1442,269,995,1458,405,779,985,2854,2924
"STX1A",619,225,897,539,942,564,463,857,396,307,1752,407,499,431,4474,1170
"MIR4284",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"RN7SL265P",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
"CLDN3",4367,2187,7846,5567,12693,3919,2399,4373,3155,1162,5918,2219,3466,2097,11787,7409
"METTL27",1213,373,617,392,883,262,185,455,176,60,1721,602,213,82,1021,391
"TMEM270",6,5,6,6,8,5,2,2,0,3,0,2,2,4,16,6
"ENSG00000261467",2,0,3,1,2,0,0,0,0,0,6,0,0,0,2,0
"ENSG00000272915",4,0,8,1,2,1,2,0,1,0,5,1,2,0,5,3
"RBM28",5990,4344,9431,7602,12562,11759,4015,7052,2521,4466,10332,3731,3261,4918,19058,12995
"LOC100418961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU7-27P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMPDH1",3957,1682,9201,5286,12995,5574,3497,4368,2807,2142,8228,2025,3644,2410,11899,3963
"ENSG00000228700",3,0,0,4,0,0,0,1,1,0,0,0,0,2,6,5
"RNU7-54P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HILPDA",1701,2752,4432,9234,6144,5041,1805,6213,738,1900,3143,4734,1498,2626,5786,9566
"ENSG00000240758",0,1,1,0,1,3,0,1,0,0,0,2,0,0,1,1
"EFCAB3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METTL2B",3920,1328,5924,4389,7088,4976,2551,4073,1578,1954,5717,1812,1700,1941,8160,4974
"ENSG00000276988",2,8,3,2,10,6,2,6,8,2,3,4,0,4,11,2
"ENSG00000273270",229,72,290,97,522,262,259,121,131,208,614,81,182,218,880,615
"RPS10P15",20,20,78,73,92,69,16,59,12,30,46,32,22,25,100,127
"MIR548O",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239480",2,3,9,9,13,11,1,7,5,8,13,10,6,4,19,7
"ALKBH4",2234,1864,4979,3698,6323,4551,1674,2641,1088,1689,3711,1361,1717,1668,6486,5102
"LRWD1",5023,3836,8799,7617,12414,10311,3884,6922,2291,4059,6823,2396,2999,4220,13374,10152
"MIR5090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279168",1,0,1,4,3,0,4,0,1,1,2,2,4,0,8,4
"ENSG00000205236",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UPK3BL1",5,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3
"ENSG00000267645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233297",1,3,22,6,69,21,16,14,10,16,38,12,8,16,67,55
"ENSG00000286830",10,41,20,58,36,53,10,32,4,24,20,8,16,26,38,45
"RPL7AP39",31,43,22,33,36,44,5,33,12,9,25,11,16,5,80,24
"ENSG00000225244",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MIR4283-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189166",0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0
"SLC29A4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEPTIN7P15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235095",0,0,2,2,0,2,0,2,0,0,0,0,0,2,0,0
"ENSG00000283431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTATP6P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCO3P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTND4LP32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MTND5P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCYBP29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTND2P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCO2P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTATP6P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCO3P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTND4LP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTND4P5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MTND5P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCYBP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUSBP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105375297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU7-157P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105375298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3147HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VN1R28P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAPCD2P2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"CFAP69",100,131,286,166,448,416,215,312,72,125,351,77,136,114,941,382
"ENSG00000207488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234459",1,0,5,2,6,1,2,2,6,0,12,2,0,3,26,0
"ENSG00000225498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTPBP10",1624,1567,2726,2878,4408,3412,1209,2491,884,1539,2740,1027,868,1532,5274,4497
"ENSG00000280440",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2
"CLDN12",5671,4807,11955,9794,16573,10497,4282,6975,2776,3310,9971,3905,3550,4762,16402,13467
"ENSG00000273299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK14",3437,1957,6887,3626,10089,4411,2799,3054,3042,2407,8806,1084,2214,1811,6688,5229
"TVP23CP1",0,0,4,0,2,0,0,0,0,0,0,0,0,2,2,0
"ENSG00000286411",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PTP4A1P3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FZD1",498,452,1888,1401,2691,1230,590,796,376,2445,1773,538,502,510,1200,3330
"NIPA2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTTG1IP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLJ40288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC124900236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100506937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227197",0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0
"CAV1",1835,987,1007,1342,2897,3375,944,2884,406,2627,1622,262,459,2119,3332,1416
"TRBV10-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV11-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV10-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV11-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV6-5",0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2
"TRBV7-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV5-4",0,0,3,0,3,0,1,1,0,0,3,0,0,0,1,0
"TRBV6-6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRBV7-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV5-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV6-7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TRBV7-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"TRBV5-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV6-8",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"TRBV7-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV5-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV7-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRBV10-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV11-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV12-5",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"MET",1890,1813,3049,2351,7063,4559,1768,2939,996,1478,3159,640,684,1658,3712,2481
"NFE2L3",14462,5070,17210,8396,30187,11644,6783,6960,6480,3376,24550,3252,5493,2132,23703,10239
"CBX3",25442,21704,42135,41093,61444,54878,18159,35720,11095,19588,41129,15329,16376,22417,72218,58951
"ENSG00000285860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL23P7",2,0,7,0,2,0,0,6,0,0,0,0,0,1,3,2
"LINC01448",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000229161",7,4,18,18,16,16,6,19,2,10,6,4,2,3,23,17
"ENSG00000231539",2,6,2,10,3,9,0,3,0,0,2,7,0,4,4,7
"ENSG00000261019",4,0,2,0,2,0,0,4,2,0,10,2,0,0,8,2
"ENSG00000256646",0,3,16,6,10,7,4,4,0,2,7,2,5,4,12,5
"PSMA2",24,19,30,53,54,67,24,61,3,17,44,33,36,33,40,88
"ENSG00000234983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRPL32",6022,6827,9935,14039,13775,16058,4622,11480,2888,4982,8640,4235,4403,6706,17855,16689
"ENSG00000232006",25,1,38,18,50,13,14,14,11,3,82,11,16,10,69,8
"ENSG00000201933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ENSG00000233025",16,0,38,22,31,28,5,13,6,19,63,12,2,8,94,30
"ENSG00000224415",4,8,22,8,8,8,2,8,0,2,2,0,10,0,19,4
"ENSG00000236848",3,2,3,3,3,2,3,5,3,0,4,2,0,0,8,3
"ENSG00000279482",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"ENSG00000237632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAJC2",4957,4495,7067,8171,9959,12061,3219,7581,2253,4369,7071,3029,3244,5785,12656,12948
"ENSG00000235354",6,0,2,4,3,1,6,3,4,0,2,3,0,1,2,11
"SLC26A5",7,0,6,2,1,9,2,6,8,6,9,5,2,7,50,10
"ENSG00000251852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC26A5-AS1",2,0,9,1,6,0,2,2,0,4,3,0,6,4,4,7
"ENSG00000222386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIMK1",22679,9227,38591,19968,52358,20440,14489,12724,10566,8400,37632,7153,13596,10548,65567,29966
"MIR590",4,3,4,5,11,8,5,12,2,8,18,0,10,3,15,21
"PSMC2",9629,9246,16975,17348,24122,22521,7482,12810,4248,8765,13394,4684,6099,9633,30350,24210
"ENSG00000273623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROT",429,244,783,653,1367,556,293,571,205,399,1166,314,307,356,1926,1183
"ABCB4",184,12,411,87,519,84,109,50,82,61,430,34,104,39,413,128
"ABCB1",26,36,44,84,132,162,32,58,26,54,68,4,14,96,102,116
"ENSG00000231956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ENSG00000228596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPIA",62846,54700,113854,122505,150319,128418,44775,87512,28619,46421,90870,36553,46082,56322,173375,159357
"H2AZ2",16956,9182,34999,20208,46812,24819,11777,14496,7648,10546,30381,6920,14063,10659,45317,29644
"ENSG00000234183",0,0,2,3,6,9,0,14,2,6,6,0,5,6,32,5
"PURB",5884,2856,10833,5836,13860,8146,3930,4752,3260,3684,12023,2653,3748,3836,19435,10409
"MIR4657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272768",2,2,8,8,5,42,9,8,0,17,2,3,2,3,8,22
"ENSG00000230160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235314",23,11,54,50,87,23,18,31,24,15,48,18,25,23,147,54
"DBNL",5359,5911,10194,8152,15775,13135,5331,7099,1816,6426,8432,2591,2690,4185,18769,15156
"MIR6837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLM",2258,1164,3357,2478,4940,2540,1221,2542,1162,1180,4064,1467,1433,1157,7805,4013
"MIR6838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YKT6",13476,13001,21836,26416,31201,31367,9511,21432,7108,12455,19029,8444,7764,14782,39545,35458
"MIR1302-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226522",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232492",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000250990",2,0,1,0,1,0,0,0,0,0,4,0,0,0,5,1
"FGL2",0,0,8,4,8,4,0,4,0,2,2,4,10,2,2,4
"GNA12",17857,8816,25141,16103,36226,19049,9404,11757,10197,7802,29209,6056,8168,10798,42032,23888
"LOC100131264",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"CARD11-AS1",0,0,0,0,0,0,2,1,0,0,4,0,0,2,7,2
"RN7SKP130",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LAT2",76,37,86,76,115,137,74,155,23,97,157,28,53,89,293,204
"RFC2",9320,8544,17721,15698,26399,21606,7337,12552,3930,7136,12760,4528,6072,9239,25892,22644
"CLIP2",21078,2416,25771,8329,30853,5964,7420,4812,9711,2400,28872,3850,7425,4314,46377,11665
"RNA5SP233",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"INHBA",134,275,191,356,597,494,121,143,76,180,187,77,86,287,575,811
"INHBA-AS1",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,9
"ENSG00000213721",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
"LOC112267986",12,4,16,6,26,6,14,6,6,2,12,4,7,4,44,12
"PRSS3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WBP1LP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TRBD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBJ1-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBC1",16,1,10,10,33,9,11,2,8,0,141,8,6,7,28,3
"TRBJ2-1",86,10,30,12,85,19,21,17,19,4,95,3,10,20,94,18
"TRBJ2-2",16,6,15,3,26,7,7,0,4,6,17,1,12,4,23,3
"TRBJ2-2P",20,12,25,4,8,8,3,2,4,2,22,2,11,13,44,9
"TRBJ2-3",19,9,33,13,22,10,8,14,4,0,28,3,15,11,47,7
"TRBJ2-4",7,2,15,5,17,3,6,9,1,0,9,0,2,3,24,6
"TRBJ2-5",12,1,6,0,5,1,5,2,0,0,2,0,2,0,17,2
"TRBJ2-6",12,5,6,0,4,1,3,2,1,0,4,0,4,1,12,4
"TRBJ2-7",3,0,4,0,2,0,3,0,0,0,7,1,1,0,13,2
"TRBC2",1551,357,1252,345,2001,490,615,294,439,179,1931,99,590,448,2462,436
"TRBV30",9,4,10,0,6,0,2,3,3,1,7,0,1,7,11,1
"EPHB6",4042,1716,5988,3921,8703,4421,2240,2872,1892,1282,5942,1505,1946,2302,11657,6361
"TRPV6",265,57,265,86,318,65,93,70,63,41,305,49,107,65,609,128
"ENSG00000224970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286569",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"TRPV5",0,0,4,2,8,0,4,0,0,0,2,0,4,0,6,2
"KEL",147,68,325,100,368,147,127,110,62,44,330,52,186,51,1104,144
"ENSG00000239293",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"PIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LLCFC1",2,0,13,0,3,5,6,4,4,2,12,0,4,2,19,2
"ENSG00000223595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQUB",61,26,147,119,183,84,37,67,52,50,90,44,51,60,125,111
"ENSG00000232524",8,10,46,12,38,47,23,16,1,12,16,1,14,40,36,28
"RNU6-296P",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"NDUFA5",6243,4820,8744,9339,13480,11908,4000,7685,2753,4098,8909,3405,3688,4477,15349,11888
"ASB15-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LMOD2",3,0,38,10,44,12,10,7,0,0,8,0,10,0,16,4
"WASL",9816,7228,12907,10327,21501,15708,6081,10744,7920,5265,10336,5569,4780,6825,21073,17174
"WASL-DT",743,522,698,864,1423,1049,338,735,448,342,700,410,517,552,1359,1171
"RNU6-11P",0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0
"ENSG00000228211",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"HYAL4",4,2,0,3,6,16,0,2,0,0,2,0,0,6,127,2
"PCOLCE",3730,2175,6416,5129,7120,3894,1954,4424,1387,616,5319,1714,3010,2841,10961,6354
"MOSPD3",2099,1442,3762,3927,5372,3450,1551,3120,1084,1179,2831,1335,1593,1747,5954,5343
"TFR2",485,151,866,652,1087,384,284,517,224,121,784,303,554,410,2096,932
"ACTL6B",154,72,508,190,709,120,186,94,69,16,202,42,231,137,538,232
"GNB2",22155,18043,39569,40619,58875,44208,15406,34041,11640,17113,33499,15619,16155,20124,62455,51543
"POP7",5204,5894,9842,11866,14012,16460,4299,9334,2411,5123,7563,3583,3887,6372,15404,15709
"EPO",13,65,49,260,45,174,20,246,20,49,25,97,22,73,92,280
"ZAN",16,3,53,41,169,52,24,42,2,0,72,6,33,30,92,69
"EPHB4",24148,15763,44126,33272,61070,44046,16274,26152,13479,17333,37252,13776,12888,20466,66033,51838
"RN7SL750P",1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0
"SLC12A9",5113,3891,8172,6183,12320,10755,4442,6531,2257,3350,7703,2439,2516,3803,16659,9918
"TRIP6",18722,13173,27051,23177,42203,31848,10997,19286,8328,10238,23654,8188,10478,12991,47175,33799
"MIR6875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRRT",14310,20041,38444,34921,49057,56825,20092,30454,8503,22888,35122,10349,13245,23525,57417,57821
"RN7SL549P",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIGYF1",11091,4812,22269,12065,25557,19770,10868,17492,8128,8820,25849,9222,8109,9878,58573,31840
