human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
CENPT,Cenpt,ICM,-0.702005062,-0.218955219,-0.601177506,0.071499113,1.450638674,-0.532091534,0.532091534,-0.67654212,0.67654212
FOXO4,Foxo4,ICM,-0.358742565,0.345080209,-0.278600206,-0.659669963,0.951932525,-0.530441406,0.530441406,-0.662608743,0.662608743
AIM2,Aim2,ICM,-0.364136174,-0.133519385,-0.364136174,-0.364136174,1.225927906,-0.527891372,0.527891372,-0.904944869,0.904944869
KIAA2013,2510039O18Rik,ICM,-0.298468368,-0.507294487,-0.601484126,-0.387824486,1.795071467,-0.526259508,0.526259508,0.847502745,-0.847502745
TBX4,Tbx4,ICM,-0.503098044,-0.503098044,-0.503098044,-0.20611873,1.715412862,-0.525981987,0.525981987,-0.904690856,0.904690856
SHPK,Shpk,ICM,-0.506000041,-0.506000041,-0.506000041,0.171197178,1.346802944,-0.524419284,0.524419284,-0.681990355,0.681990355
IFIT2,Ifit2,ICM,-0.46999726,-0.46999726,-0.46999726,0.561772712,0.848219068,-0.522312997,0.522312997,-0.837908171,0.837908171
MTMR14,Mtmr14,ICM,-0.862546257,-0.642789381,-0.554373179,0.44349137,1.616217448,-0.520442272,0.520442272,0.834428617,-0.834428617
KRT8,Krt8,ICM,-0.460379287,-0.460361004,-0.457430554,-0.457909355,1.836080199,-0.517464146,0.517464146,-0.842178698,0.842178698
DSC2,Dsc2,ICM,-0.471449084,-0.471449084,-0.471449084,-0.309465757,1.72381301,-0.514957659,0.514957659,-0.882038755,0.882038755
CA4,Car4,ICM,-0.452968855,-0.452968855,-0.452968855,-0.452968855,1.811875418,-0.512153677,0.512153677,-0.902571305,0.902571305
PROM1,Prom1,ICM,-0.489112038,-0.488069165,-0.466229118,-0.430693919,1.87410424,-0.505298007,0.505298007,-0.850468691,0.850468691
SEMA6D,Sema6d,ICM,-0.495032691,-0.529083442,-0.444418696,-0.423632089,1.892166917,-0.492605143,0.492605143,-0.799303791,0.799303791
DLX3,Dlx3,ICM,-0.462886387,-0.462886387,-0.462886387,-0.462886387,1.851545549,-0.487617342,0.487617342,-0.746074746,0.746074746
ENOX2,Enox2,ICM,-0.413775371,-0.102184013,-0.532955948,-0.324052164,1.372967495,-0.487054158,0.487054158,0.895688006,-0.895688006
TBX3,Tbx3,ICM,-0.114507005,-0.33302421,-0.584426163,-0.791473436,1.823430815,-0.486597956,0.486597956,0.906251302,-0.906251302
CTSF,Ctsf,ICM,-0.477668822,-0.362807515,-0.30601422,-0.237785468,1.384276024,-0.486417375,0.486417375,0.616623108,-0.616623108
CACNB1,Cacnb1,ICM,-0.722822779,-0.281666195,-0.092863243,-0.109341136,1.206693353,-0.48486807,0.48486807,0.722980838,-0.722980838
CACNB3,Cacnb3,ICM,-0.74918752,-0.076273065,-0.74918752,-0.144537307,1.719185411,-0.482854732,0.482854732,-0.811455025,0.811455025
TMEM191C,Tmem191,ICM,-0.420877641,-0.289170858,-0.592138134,-0.446244816,1.748431448,-0.478273827,0.478273827,0.83700185,-0.83700185
RAB14,Rab14,ICM,-0.610542256,-0.554241432,-0.503377747,0.024880437,1.643280997,-0.477221926,0.477221926,0.820370815,-0.820370815
PDE4C,Pde4c,ICM,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.476502251,0.476502251,-0.828594002,0.828594002
HAS2,Has2,ICM,-0.412803774,0.505659376,-1.08037171,0.399422026,0.588094082,-0.468414356,0.468414356,-0.911228411,0.911228411
AQP3,Aqp3,ICM,-0.445401445,-0.445401445,-0.391162218,-0.307046803,1.589011911,-0.466717998,0.466717998,0.894491229,-0.894491229
ALDH16A1,Aldh16a1,ICM,-0.472762682,-0.472762682,-0.438535917,-0.472762682,1.856823963,-0.466145697,0.466145697,0.877478846,-0.877478846
GLDC,Gldc,ICM,-0.410146767,-0.519159913,-0.522129153,-0.442968702,1.894404536,-0.46609138,0.46609138,-0.812998328,0.812998328
SPRED2,Spred2,ICM,-0.737199945,-0.668263203,-0.588707626,0.849887906,1.144282868,-0.464397833,0.464397833,-0.878068989,0.878068989
SLC52A1,Slc52a2,ICM,-0.532573876,-0.532573876,-0.532573876,0.087114765,1.510606865,-0.463974495,0.463974495,0.677838085,-0.677838085
SV2C,Sv2c,ICM,-0.411514603,-0.562988683,-0.391922666,-0.239456091,1.605882044,-0.458191533,0.458191533,-0.795987158,0.795987158
LIMCH1,Limch1,ICM,-0.230625932,0.06918721,-0.763135328,-0.821735671,1.746309722,-0.456800768,0.456800768,-0.890568588,0.890568588
TMEM88,Tmem88,ICM,-0.473873281,-0.473873281,-0.473873281,-0.473873281,1.895493123,-0.446218035,0.446218035,0.89165026,-0.89165026
ZNF681,Zfp595,ICM,-0.607653867,-0.630131172,-0.513533271,0.002923178,1.748395132,-0.444223051,0.444223051,0.88536445,-0.88536445
ZNF681,Zfp595,ICM,-0.607653867,-0.630131172,-0.513533271,0.002923178,1.748395132,-0.444223051,0.444223051,0.88536445,-0.88536445
GJA1,Gja1,ICM,-0.639454615,-0.636729734,-0.621225104,0.25478144,1.642628012,-0.442253879,0.442253879,-0.907620612,0.907620612
BMP1,Bmp1,ICM,-0.600187808,-0.600187808,-0.138443171,-0.300409973,1.63922876,-0.438718201,0.438718201,-0.892952079,0.892952079
KLB,Klb,ICM,-0.65997849,-0.64666141,-0.512384047,0.310224698,1.508799249,-0.437246857,0.437246857,-0.882035781,0.882035781
UBE2QL1,Ube2ql1,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.437139955,0.437139955,-0.814266547,0.814266547
OTUB2,Otub2,ICM,-0.324431404,-0.324431404,-0.324431404,-0.324431404,1.297725618,-0.430691307,0.430691307,0.838275323,-0.838275323
SLC16A10,Slc16a10,ICM,-0.695520439,-0.568804623,-0.176064733,-0.24944628,1.689836075,-0.425307102,0.425307102,-0.85672812,0.85672812
TRIM46,Trim46,ICM,-0.282451059,-0.731020791,-0.731020791,0.140055827,1.604436815,-0.422430039,0.422430039,-0.871428924,0.871428924
HORMAD1,Hormad1,ICM,-0.699354733,-0.699354733,-0.666960845,0.426459592,1.639210718,-0.379231342,0.379231342,0.862095452,-0.862095452
ENO3,Eno3,ICM,-0.425092454,-0.425092454,-0.349463093,-0.160866728,1.36051473,-0.361292157,0.361292157,-0.830122189,0.830122189
CEBPD,Cebpd,ICM,-0.391286955,-0.45924906,-0.489337478,-0.489337478,1.82921097,-0.337160178,0.337160178,-0.75066094,0.75066094
IFITM1,Ifitm2,ICM,-0.479904667,-0.479904667,-0.456865897,-0.478679646,1.895354877,-0.332140755,0.332140755,0.875236116,-0.875236116
GASK1B,Gask1b,ICM,-0.581792829,-0.581792829,-0.561645351,0.432032169,1.29319884,-0.315797181,0.315797181,-0.727951708,0.727951708
SUSD2,Susd2,ICM,-0.490932558,-0.500641049,-0.493155819,-0.387801722,1.872531148,-0.285451871,0.285451871,0.842816163,-0.842816163
SLC47A1,Slc47a1,ICM,-0.351845728,-0.285851657,-0.227523775,-0.38103362,1.246254779,-0.284529152,0.284529152,0.905376434,-0.905376434
EIF5AL1,Eif5a,ICM,-0.431375807,-0.338216544,-0.405149899,-0.256917082,1.431659333,-0.237274425,0.237274425,-0.81265406,0.81265406
PGAM4,Pgam1,ICM,-0.488229776,-0.488229776,-0.488229776,-0.431032904,1.895722232,-0.217915768,0.217915768,-0.692335757,0.692335757
WNT3,Wnt3,ICM,-0.527441672,-0.435047913,-0.527441672,-0.382721105,1.872652361,0.319718531,-0.319718531,-0.8669997,0.8669997
CABP4,Cabp4,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,0.348886446,-0.348886446,0.877110095,-0.877110095
LAMA1,Lama1,ICM,-0.475497376,-0.475497376,-0.473361733,-0.456844181,1.881200666,0.368514126,-0.368514126,0.810626915,-0.810626915
ARHGAP8,Arhgap8,ICM,-0.725731167,0.483483178,-0.198847143,0.997624421,-0.55652929,0.370230394,-0.370230394,0.620828792,-0.620828792
MAN2B2,Man2b2,ICM,-0.490035433,-0.386645526,-0.490035433,-0.34608491,1.712801302,0.374752164,-0.374752164,0.634168054,-0.634168054
CDC42EP1,Cdc42ep1,ICM,-0.535367046,-0.511162867,-0.463023123,-0.368957992,1.878511028,0.37517352,-0.37517352,0.852142571,-0.852142571
NYX,Nyx,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,0.37629949,-0.37629949,0.82494173,-0.82494173
ARRB1,Arrb1,ICM,-0.665964154,-0.665964154,-0.569284846,0.613638894,1.287574261,0.377202085,-0.377202085,-0.884548584,0.884548584
SLC1A3,Slc1a3,ICM,-0.48266154,-0.483576699,-0.468354038,-0.458048717,1.892640995,0.385235676,-0.385235676,-0.889554003,0.889554003
TMPRSS13,Tmprss13,ICM,-0.511210879,-0.511210879,-0.331337599,-0.511210879,1.864970235,0.431359255,-0.431359255,0.884174132,-0.884174132
ZNF469,Zfp469,ICM,-0.687572267,-0.687572267,1.09159184,-0.687572267,0.971124961,0.432522697,-0.432522697,-0.825280263,0.825280263
TTLL3,Ttll3,ICM,-0.520844177,-0.301445533,-0.520844177,-0.218838296,1.561972183,0.469586094,-0.469586094,0.904781632,-0.904781632
MARVELD2,Marveld2,ICM,-0.471039958,-0.383785667,-0.455156563,-0.564405271,1.874387459,0.476038056,-0.476038056,-0.900247481,0.900247481
CA8,Car8,ICM,-0.342544155,-0.361750008,-0.361750008,-0.361750008,1.42779418,0.480989274,-0.480989274,-0.79703063,0.79703063
RHOU,Rhou,ICM,-0.467196326,-0.421907516,-0.467007249,-0.51460294,1.870714031,0.48786912,-0.48786912,-0.830842007,0.830842007
TINAGL1,Tinagl1,ICM,-0.471973287,-0.471973287,-0.471973287,-0.471973287,1.887893147,0.490832563,-0.490832563,-0.847499181,0.847499181
TRAF4,Traf4,ICM,-0.524866484,-0.43111028,-0.545737301,-0.379899351,1.881613416,0.494234032,-0.494234032,-0.879589939,0.879589939
SLC30A2,Slc30a2,ICM,-0.446993964,-0.446993964,-0.446993964,-0.446993964,1.787975856,0.495672264,-0.495672264,0.760531287,-0.760531287
CNNM3,Cnnm3,ICM,-0.351075903,-0.594967876,0.358018882,-0.710387162,1.298412059,0.496819896,-0.496819896,-0.825131525,0.825131525
SEMA4G,Sema4g,ICM,-0.710856944,0.531491607,-0.191642505,-0.874187899,1.245195742,0.49968586,-0.49968586,0.859029842,-0.859029842
CAD,Cad,ICM,-0.175127273,-0.12782948,-0.256122545,-1.037982067,1.597061364,0.500784188,-0.500784188,-0.771593805,0.771593805
B3GNT7,B3gnt7,ICM,-0.480554226,-0.487720942,-0.48176042,-0.417768021,1.867803609,0.508424941,-0.508424941,-0.902280407,0.902280407
PIWIL4,Piwil4,ICM,-0.715546115,-0.838644914,0.814525543,0.10012137,0.639544117,0.514392287,-0.514392287,-0.900809393,0.900809393
TNS4,Tns4,ICM,-0.409449783,-0.409449783,-0.409449783,0.078680157,1.149669191,0.514764286,-0.514764286,-0.886920674,0.886920674
PTGES,Ptges,ICM,-0.471094932,-0.471094932,-0.471094932,-0.464293823,1.877578619,0.520590087,-0.520590087,0.844598083,-0.844598083
KCNJ12,Kcnj12,ICM,0.771057584,0.019987889,-0.545236305,-1.053694273,0.807885105,0.524145256,-0.524145256,0.912329314,-0.912329314
CEP164,Cep164,ICM,-0.482307024,-0.327191856,-0.816235566,0.011427503,1.614306943,0.526101258,-0.526101258,-0.800129351,0.800129351
SPATS2,Spats2,ICM,-0.599824361,-0.14899368,-0.246898352,-0.68467472,1.680391113,0.535115932,-0.535115932,-0.842130543,0.842130543
TMEM64,Tmem64,ICM,-0.216091906,-0.450563495,-0.845578325,-0.268281391,1.780515117,0.535590845,-0.535590845,0.606349895,-0.606349895
ZNF516,Zfp516,ICM,-0.175477251,-0.793097009,-0.793097009,0.092433858,1.66923741,0.539406028,-0.539406028,-0.708048025,0.708048025
SMCHD1,Smchd1,ICM,-0.907199981,-0.958611481,0.073646279,0.6530477,1.139117483,0.54227383,-0.54227383,-0.441450189,0.441450189
SH3RF2,Sh3rf2,ICM,-0.458301148,-0.458301148,-0.458301148,-0.458301148,1.833204592,0.544872323,-0.544872323,-0.869236222,0.869236222
TMEM170A,Tmem170,ICM,-0.38682887,-0.324211548,-0.505391286,-0.645792485,1.86222419,0.546204505,-0.546204505,-0.773474986,0.773474986
SNED1,Sned1,ICM,-0.825734735,-0.643627501,-0.029145105,0.5609266,0.937580741,0.554094298,-0.554094298,0.782842999,-0.782842999
UNC13B,Unc13b,ICM,-0.37726195,-0.115298182,-0.522363547,-0.703889219,1.718812898,0.554298726,-0.554298726,-0.865808507,0.865808507
TES,Tes,ICM,-0.546606561,-0.68770929,-0.192189601,-0.198951205,1.625456656,0.555109191,-0.555109191,-0.868390037,0.868390037
SASH1,Sash1,ICM,-0.627937204,-0.465224962,-0.626240758,-0.004441859,1.723844784,0.559351382,-0.559351382,-0.857996697,0.857996697
MTX1,Mtx1,ICM,-0.41012098,-0.413298426,-0.458168634,-0.508626292,1.790214332,0.559360908,-0.559360908,-0.629973232,0.629973232
SYDE2,Syde2,ICM,-0.294385264,-0.331497952,-0.56559894,-0.67811795,1.869600106,0.560222344,-0.560222344,-0.904585964,0.904585964
ABHD6,Abhd6,ICM,-0.546335751,-0.463339583,-0.515189709,-0.350881921,1.875746963,0.563472618,-0.563472618,0.902191589,-0.902191589
MINDY1,Mindy1,ICM,-0.405989514,-0.299499273,-0.184694279,-0.405989514,1.29617258,0.564069897,-0.564069897,0.909259647,-0.909259647
DNAH1,Dnah1,ICM,-0.532209379,-0.634711966,-0.476653328,-0.172939103,1.816513776,0.577316925,-0.577316925,-0.876445296,0.876445296
TENM3,Tenm3,ICM,-0.479897577,-0.477742519,-0.459777816,-0.350684799,1.768102711,0.584025699,-0.584025699,-0.860815456,0.860815456
ERBB3,Erbb3,ICM,-0.505834045,-0.499452794,-0.505834045,-0.292308819,1.803429702,0.585394385,-0.585394385,0.820142785,-0.820142785
C16orf54,AI467606,ICM,-0.603512388,-0.603512388,-0.603512388,0.265152545,1.545384619,0.585717096,-0.585717096,0.842129893,-0.842129893
APOC1,Apoc1,ICM,-0.479983736,-0.485424488,-0.489685829,-0.437395393,1.892489445,0.588106704,-0.588106704,0.757598055,-0.757598055
FRMD6,Frmd6,ICM,-0.364139855,-0.501460299,-0.610986287,-0.080962846,1.557549287,0.589664598,-0.589664598,0.632949864,-0.632949864
TYRO3,Tyro3,ICM,-0.516684437,-0.457641605,-0.387998907,-0.404051369,1.766376318,0.590810388,-0.590810388,0.780160678,-0.780160678
LRRC3,Lrrc3,ICM,0.289800987,-0.672841861,-0.672841861,-0.672841861,1.728724594,0.591479193,-0.591479193,-0.794418753,0.794418753
DHTKD1,Dhtkd1,ICM,-0.145748868,-0.415635351,-0.640165282,-0.462851818,1.66440132,0.593745233,-0.593745233,0.797860915,-0.797860915
HSPB8,Hspb8,ICM,-0.481679375,-0.481679375,-0.397252423,-0.481679375,1.842290547,0.595239474,-0.595239474,0.745556623,-0.745556623
OVGP1,Ovgp1,ICM,-0.527117304,-0.527117304,-0.298550297,-0.527117304,1.879902209,0.59734657,-0.59734657,0.692707321,-0.692707321
CTSB,Ctsb,ICM,-0.593655701,-0.524734314,-0.335308176,-0.429031006,1.882729197,0.598190435,-0.598190435,0.700142769,-0.700142769
PIK3R5,Pik3r5,ICM,-0.457511053,-0.519193325,-0.596598643,-0.273282677,1.846585699,0.603210368,-0.603210368,-0.912238503,0.912238503
CLDN19,Cldn19,ICM,-0.466109017,-0.466109017,-0.466109017,-0.466109017,1.864436068,0.604939614,-0.604939614,0.857725006,-0.857725006
SEMA6A,Sema6a,ICM,-0.503046774,-0.503046774,-0.499351391,-0.389847082,1.895292022,0.606087693,-0.606087693,-0.827601385,0.827601385
OGT,Ogt,ICM,-0.07061363,-0.201694804,-0.585256199,-0.612474492,1.470039126,0.606996178,-0.606996178,-0.84080031,0.84080031
VPS39,Vps39,ICM,-0.174257902,-0.61568402,-0.19346353,-0.686520326,1.669925777,0.610606087,-0.610606087,0.770857453,-0.770857453
ALPK1,Alpk1,ICM,-0.175388457,-0.671250571,-0.671250571,0.481405385,1.036484214,0.610922264,-0.610922264,-0.898506664,0.898506664
KCNK1,Kcnk1,ICM,-0.784847352,-0.607669798,0.226484317,-0.578427481,1.744460314,0.611096298,-0.611096298,-0.892266693,0.892266693
SLC7A6,Slc7a6,ICM,-0.546984377,-0.493218111,-0.53502256,-0.200847171,1.776072219,0.613629867,-0.613629867,-0.736996097,0.736996097
IRF2BP2,Irf2bp2,ICM,0.430589226,-0.459988466,-0.875491055,-0.673724227,1.578614522,0.620181337,-0.620181337,-0.911321997,0.911321997
SPRY2,Spry2,ICM,-0.585400109,-0.582104288,-0.565092713,0.017656168,1.714940942,0.624188374,-0.624188374,-0.855307296,0.855307296
SNTB2,Sntb2,ICM,-0.383433961,-0.295309336,-1.238343093,0.917095388,0.999991002,0.62670363,-0.62670363,-0.822794376,0.822794376
SKIDA1,Skida1,ICM,-0.29571981,-0.443012516,-0.583197822,-0.545764099,1.867694246,0.628048197,-0.628048197,0.87702582,-0.87702582
DLG4,Dlg4,ICM,-0.241453621,-0.758749242,-0.758749242,0.347934607,1.411017498,0.631085505,-0.631085505,-0.84796829,0.84796829
FNDC4,Fndc4,ICM,-0.357714213,-0.431516176,-0.331003327,-0.591130521,1.711364238,0.640684912,-0.640684912,-0.89337641,0.89337641
UACA,Uaca,ICM,-0.359504507,-0.470604036,-0.170629544,-0.814263461,1.815001548,0.64582352,-0.64582352,-0.832478774,0.832478774
PHYKPL,Phykpl,ICM,-0.493897123,-0.654799905,-0.639639366,0.614878777,1.173457616,0.646231963,-0.646231963,-0.651301335,0.651301335
TRERF1,Trerf1,ICM,-0.472824522,-0.421550984,-0.528665583,-0.460982824,1.884023912,0.648422737,-0.648422737,0.668647146,-0.668647146
FOXN3,Foxn3,ICM,-0.41428767,-0.299862806,-0.216647711,-0.867420608,1.798218795,0.653403986,-0.653403986,-0.818053546,0.818053546
FILIP1,Filip1,ICM,-0.524711527,-0.51429361,-0.420401786,-0.396209086,1.855616009,0.660169224,-0.660169224,-0.876345585,0.876345585
MKI67,Mki67,ICM,-0.687342382,-0.76667469,-0.542725128,0.441495607,1.555246593,0.661948593,-0.661948593,0.359942342,-0.359942342
MPP1,Mpp1,ICM,-0.417363957,-0.383931926,-0.386744622,-0.445096598,1.633137103,0.66236106,-0.66236106,0.839879562,-0.839879562
YIPF2,Yipf2,ICM,-0.200673375,-0.261290859,-0.432772632,-0.639428623,1.534165489,0.665671141,-0.665671141,0.825276797,-0.825276797
RLBP1,Rlbp1,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,0.668845301,-0.668845301,0.786697941,-0.786697941
CLIC6,Clic6,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,0.669202617,-0.669202617,-0.894443905,0.894443905
ATP11A,Atp11a,ICM,-0.20992914,-0.341803556,-0.561010591,-0.623117382,1.735860668,0.671829334,-0.671829334,0.90002839,-0.90002839
MOB3B,Mob3b,ICM,-0.250332288,0.121462011,-0.296016297,-1.172165344,1.597051918,0.67500985,-0.67500985,-0.901000886,0.901000886
ATP7B,Atp7b,ICM,-0.111757899,0.053924755,-0.155488156,-1.273341911,1.486663211,0.680535782,-0.680535782,-0.898320713,0.898320713
PPP1R9A,Ppp1r9a,ICM,-0.403500942,-0.615059324,-0.452278467,-0.387986383,1.858825115,0.682223782,-0.682223782,-0.900655408,0.900655408
ZBTB44,Zbtb44,ICM,-0.190120195,0.320546352,-0.412532666,-0.943893056,1.225999564,0.68244335,-0.68244335,0.762599538,-0.762599538
ACVRL1,Acvrl1,ICM,-0.439850604,-0.439850604,0.262715163,-0.439850604,1.056836647,0.68468334,-0.68468334,0.884269881,-0.884269881
ITPK1,Itpk1,ICM,0.058885784,0.253467511,-0.816831326,-0.808652534,1.313130565,0.68729658,-0.68729658,0.894191001,-0.894191001
ZC3H12B,Zc3h12b,ICM,-0.647804828,-0.647804828,-0.27293379,0.330908359,1.237635086,0.688429402,-0.688429402,0.873682578,-0.873682578
LAPTM5,Laptm5,ICM,-0.584632532,-0.584632532,-0.584632532,0.047555068,1.706342529,0.692118674,-0.692118674,0.828907047,-0.828907047
MAN2A1,Man2a1,ICM,-0.564559096,-0.732703553,0.027639195,-0.447023868,1.716647322,0.692821409,-0.692821409,-0.815521387,0.815521387
DUSP4,Dusp4,ICM,-0.515934542,-0.515934542,-0.515934542,-0.304621281,1.852424908,0.693704369,-0.693704369,-0.892429805,0.892429805
ACSL4,Acsl4,ICM,-0.549955211,-0.470624338,-0.547808787,-0.176698516,1.745086852,0.696486807,-0.696486807,-0.905320189,0.905320189
DPP4,Dpp4,ICM,-0.491679665,-0.491679665,-0.491679665,-0.397405838,1.872444832,0.697248549,-0.697248549,-0.907667337,0.907667337
ACTN2,Actn2,ICM,-0.869305066,-0.42276391,-0.622381093,0.245949499,1.66850057,0.701565215,-0.701565215,-0.899699257,0.899699257
ST3GAL2,St3gal2,ICM,-0.769999581,-0.639306536,-0.741239836,0.621015912,1.529530041,0.702897124,-0.702897124,-0.8734753,0.8734753
MYO9B,Myo9b,ICM,-0.648071452,-0.678552172,-0.520310725,0.709571851,1.137362499,0.703490286,-0.703490286,-0.769443256,0.769443256
PANK3,Pank3,ICM,-0.353799158,-0.470804072,-0.24625022,-0.694151521,1.765004971,0.70789914,-0.70789914,-0.875611814,0.875611814
AIF1L,Aif1l,ICM,-0.481727479,-0.481727479,-0.468570503,-0.440659189,1.87268465,0.710876566,-0.710876566,-0.889509248,0.889509248
EFS,Efs,ICM,-0.515752111,-0.470263746,-0.515752111,-0.19946672,1.701234687,0.714364938,-0.714364938,-0.868289607,0.868289607
PHLDB2,Phldb2,ICM,0.097892981,-0.03331315,-0.584890348,-0.92418862,1.444499137,0.714800564,-0.714800564,-0.871936006,0.871936006
SLK,Slk,ICM,-0.532427344,-0.377335396,-0.00374135,-0.732432966,1.645937056,0.715073417,-0.715073417,0.606301166,-0.606301166
CHTF18,Chtf18,ICM,-0.299241533,-0.384904393,-0.453988007,-0.617649167,1.7557831,0.715673817,-0.715673817,0.694702368,-0.694702368
NAPG,Napg,ICM,-0.837835923,-0.689432829,-0.660286467,0.855169552,1.332385667,0.716739994,-0.716739994,0.886692138,-0.886692138
RBM47,Rbm47,ICM,-0.498096378,-0.498096378,-0.487745864,-0.304455536,1.788394157,0.719170088,-0.719170088,-0.905469478,0.905469478
SLC16A13,Slc16a13,ICM,-0.473873281,-0.473873281,-0.473873281,-0.473873281,1.895493123,0.719410164,-0.719410164,-0.824063695,0.824063695
METRNL,Metrnl,ICM,-0.484257188,-0.4420481,-0.484257188,-0.484257188,1.894819665,0.721813613,-0.721813613,-0.829715567,0.829715567
LAMP2,Lamp2,ICM,-0.141037561,-0.333609619,-0.43857174,-0.852842685,1.766061606,0.723138343,-0.723138343,0.709217704,-0.709217704
PSTPIP2,Pstpip2,ICM,-0.566865454,-0.487592372,-0.433185371,0.105782082,1.381861114,0.734772963,-0.734772963,-0.786152604,0.786152604
MYCL,Mycl,ICM,-0.551139472,-0.553935214,-0.569453776,-0.107547143,1.782075605,0.742528994,-0.742528994,-0.652442561,0.652442561
SIMC1,Simc1,ICM,-0.151133008,0.181544076,-0.968583175,-0.530331575,1.468503682,0.744617669,-0.744617669,0.695520877,-0.695520877
ITPKB,Itpkb,ICM,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,0.745050952,-0.745050952,-0.68747835,0.68747835
PORCN,Porcn,ICM,-0.193461167,-0.412246704,-0.412674479,-0.435629293,1.454011643,0.748940269,-0.748940269,0.887907459,-0.887907459
NPTX1,Nptx1,ICM,-0.47868577,-0.287077674,-0.532710252,-0.406225516,1.704699212,0.749343144,-0.749343144,0.867070651,-0.867070651
PIGL,Pigl,ICM,-0.540687563,-0.635925332,-0.547726052,-0.039685854,1.764024802,0.750695487,-0.750695487,0.498375345,-0.498375345
SEZ6,Sez6,ICM,-0.396735015,-0.396735015,-0.396735015,0.013719139,1.176485906,0.754547183,-0.754547183,-0.809041779,0.809041779
STARD10,Stard10,ICM,-0.43037499,-0.431062785,-0.418180423,-0.401153349,1.680771546,0.759247293,-0.759247293,-0.823043208,0.823043208
TSPAN15,Tspan15,ICM,-0.615170223,-0.560692373,-0.52939721,-0.079455498,1.784715305,0.770152681,-0.770152681,0.853310513,-0.853310513
SYT7,Syt7,ICM,-0.527140807,-0.378423572,-0.527140807,-0.113522166,1.546227353,0.770258329,-0.770258329,0.825776585,-0.825776585
