"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"DHDDS",56,52,73,96,80,82,130,524,77,175
"TARDBP",1446,2508,2126,1759,1012,1294,1036,2329,1107,1032
"ENSG00000219201",0,2,4,0,2,0,2,5,8,2
"NSRP1P1",6,0,0,0,0,0,0,4,0,4
"ENSG00000232015",0,0,0,0,0,0,0,0,0,0
"NEXN-AS1",0,0,0,0,0,0,8,2,0,0
"NEXN",0,0,0,0,2,10,7,191,83,109
"DNAJB4",1384,2540,1703,1362,658,1356,434,1594,633,543
"ENSG00000273338",12,0,8,0,0,0,0,0,0,0
"ENSG00000285928",0,0,0,0,0,0,0,0,2,0
"ENSG00000213561",0,0,0,0,0,0,0,0,0,0
"RNU6-1102P",0,0,0,0,0,0,0,0,0,0
"ENSG00000213560",0,0,2,2,4,0,6,2,8,2
"FUBP1",422,482,326,280,238,478,582,1859,1223,771
"NPR1",0,2,0,0,0,0,0,0,8,0
"MIR8083",0,0,0,0,0,0,0,0,0,0
"RN7SL372P",0,0,0,0,0,0,0,0,0,0
"ENSG00000235015",0,0,0,0,0,0,4,0,0,0
"ENSG00000199565",0,0,0,0,0,0,0,0,0,0
"INTS3",62,54,49,60,97,98,36,6,18,20
"ENSG00000243613",0,0,0,0,0,0,0,0,0,0
"ENSG00000233222",0,0,0,0,0,0,0,0,0,0
"SLC27A3",0,0,0,0,0,0,0,0,8,4
"ENSG00000207039",0,0,0,0,0,0,0,0,0,0
"GATAD2B",468,578,368,514,268,292,125,150,62,63
"ENSG00000223599",2,0,0,0,2,0,0,0,0,2
"ENSG00000236327",0,0,0,0,0,0,0,4,0,0
"LOC101928059",6,6,27,12,14,0,2,0,1,2
"ENSG00000289935",0,0,0,0,0,0,0,0,0,0
"JTB-DT",0,8,0,0,0,0,0,0,0,0
"KCND3",0,0,4,2,8,4,0,10,60,6
"KCNH1",99,248,105,247,132,62,31,74,4,4
"ENSG00000279333",0,0,0,0,0,0,0,0,0,0
"IPO8P1",0,0,0,2,0,0,0,4,0,0
"ENSG00000283952",0,0,0,0,0,0,0,0,0,0
"ENSG00000284376",0,0,0,0,0,4,0,2,20,21
"ENSG00000234233",17,0,0,0,0,0,0,0,0,0
"ENSG00000234004",16,14,16,14,26,12,48,144,126,128
"ENSG00000226986",0,0,0,0,0,0,0,2,0,10
"GNB1",708,818,1012,686,478,464,175,80,216,339
"GNB1-DT",0,0,0,0,0,0,0,0,0,2
"ENSG00000290117",17,9,8,0,14,34,2,0,0,0
"GSTM4",16,4,0,0,12,0,0,0,69,82
"GSTM2",0,0,0,11,0,0,4,0,1,3
"GSTM1",0,0,0,0,0,0,0,0,0,0
"ENSG00000260246",0,0,0,0,0,0,0,0,0,0
"GSTM5",0,0,0,0,3,0,6,0,0,2
"ENSG00000241720",0,0,0,0,0,0,0,0,0,0
"GSTM3",552,526,877,741,299,306,628,771,28,29
"EPS8L3",0,0,0,0,0,0,0,0,4,1
"ENSG00000224927",0,0,0,0,0,0,0,0,0,0
"OR2T7",1,1,5,8,7,2,7,40,0,0
"ENSG00000230021",4,11,13,16,6,0,4,5,0,1
"ENSG00000235146",0,0,0,0,0,0,0,0,0,0
"MTND1P23",362,208,306,404,722,1200,360,480,140,222
"MTND2P28",1035,692,3023,1045,1514,2073,3306,1695,704,1740
"MTCO1P12",3038,2412,3581,3519,4498,6020,3560,6355,2761,2915
"ENSG00000278791",0,0,0,0,0,0,0,0,0,0
"MTCO2P12",900,392,835,698,909,1778,953,1283,733,766
"MTATP8P1",20,12,16,24,11,38,16,30,3,2
"MTATP6P1",10399,7150,10873,11169,17555,22789,15894,20394,9272,7799
"MTCO3P12",1445,744,1734,1230,2007,2089,1734,2066,1872,1092
"ENSG00000268663",0,0,0,0,0,0,0,4,0,0
"OR4F16",1,1,0,1,3,0,0,0,0,0
"ENSG00000229376",0,0,0,0,0,0,0,0,1,0
"RNU6-1199P",0,0,0,0,0,0,0,0,0,0
"ENSG00000225880",0,0,0,0,0,0,0,0,2,2
"LINC01128",1004,1805,1755,1058,720,445,222,421,94,151
"ENSG00000230199",0,2,0,2,6,2,14,16,22,14
"ENSG00000234116",0,0,0,0,0,0,0,0,0,0
"CICP21",0,0,0,0,0,0,0,0,0,0
"ENSG00000253326",0,0,0,0,0,0,2,0,0,1
"RNU6-747P",0,0,0,0,0,0,0,0,0,0
"CEP170",251,278,317,211,274,422,111,429,93,111
"ENSG00000227230",0,0,0,0,0,0,0,0,0,10
"ENSG00000232085",0,0,0,0,0,0,0,0,0,0
"KIAA1614",0,0,6,0,0,2,0,0,10,0
"ENSG00000289589",0,0,4,0,4,10,24,0,0,0
"PCSK9",32,30,9,18,12,44,0,0,12,0
"ENSG00000231095",4,2,6,2,8,0,2,4,0,0
"MIR4422",0,0,0,0,0,0,0,0,0,0
"USP24",401,504,638,403,536,248,258,440,354,245
"ODF2L",614,691,555,708,80,351,16,190,92,168
"PERM1",0,0,0,0,0,0,0,0,0,0
"KIRREL1",0,0,0,0,4,0,2,0,6,14
"ENSG00000226520",0,0,0,0,0,0,6,0,0,0
"SMIM42",0,0,0,0,0,0,0,2,0,0
"LINC01704",0,0,0,0,0,0,0,0,0,0
"ENSG00000227295",0,0,0,0,0,0,2,0,0,0
"CD1D",0,0,0,0,6,2,0,0,2,0
"RPS10P8",0,0,0,0,0,0,0,0,0,2
"ENSG00000176320",0,0,0,0,0,0,0,0,4,0
"EIF2S3P1",0,0,0,0,0,0,0,0,2,2
"ENSG00000288816",0,0,0,0,0,0,0,0,0,0
"ENSG00000227634",0,0,0,0,0,0,0,4,0,4
"RNU1-7P",0,0,0,0,0,0,0,0,0,0
"ENSG00000233645",0,0,0,0,0,0,0,0,2,0
"ENSG00000232912",0,0,0,0,0,0,0,0,0,4
"LOC124900452",0,0,0,0,0,0,0,0,0,1
"ENSG00000270282",0,0,0,0,0,0,0,0,0,0
"RPL7P11",0,0,0,0,0,0,0,0,5,0
"RPL7P7",0,0,0,0,8,0,0,0,0,0
"ENSG00000222511",0,0,0,0,0,0,3,0,2,0
"RPL27P3",0,0,0,0,0,0,0,0,0,0
"ENSG00000228423",0,2,0,0,0,0,0,0,1,4
"ENSG00000229716",0,0,0,0,0,0,0,0,0,0
"ENO1",80,171,70,148,54,116,636,1084,13223,18533
"MIR6728",0,0,0,0,0,0,0,0,0,0
"ENO1-AS1",0,0,0,0,0,0,2,0,0,14
"RNU6-304P",0,0,0,0,0,1,0,0,0,0
"ENSG00000238249",28,24,29,18,20,9,4,6,15,2
"ENSG00000232208",0,0,0,0,0,0,0,0,11,0
"ENSG00000232663",0,0,0,0,0,0,0,0,0,2
"CA6",4,0,5,0,27,0,30,137,4,0
"ENSG00000290109",0,0,1,0,0,0,0,0,0,0
"RN7SL451P",0,0,0,0,0,0,0,0,0,0
"RERE",416,480,682,687,549,475,182,242,150,144
"RIT1",10,20,14,16,140,406,758,797,114,300
"HNRNPU",1102,1516,1403,1547,1521,2444,4028,7697,2416,2398
"ENSG00000273175",0,2,0,0,0,0,2,2,0,0
"SPEN",50,26,84,18,26,68,60,100,418,525
"VN1R5",0,0,0,0,0,0,0,0,0,0
"LOC105373273",0,0,0,2,0,0,0,2,0,4
"OR10J4",0,0,0,0,0,0,0,0,0,0
"ENSG00000271806",0,0,0,0,0,0,0,0,2,0
"PRKCZ-AS1",0,0,0,2,0,0,0,0,0,1
"FAAP20",0,0,2,8,2,10,2,14,35,22
"ENSG00000234396",0,0,0,3,0,0,0,0,0,0
"LOC124903824",0,0,0,0,0,0,2,2,2,0
"ENSG00000272161",0,0,0,0,0,0,0,0,0,0
"SKI",223,254,330,374,266,295,82,18,18,52
"LOC101927143",24,10,22,0,8,0,0,2,0,0
"WDR26",2471,3004,2611,2018,1562,1758,842,1369,665,596
"ENSG00000228626",0,0,0,0,3,10,0,0,13,49
"LINC01138",2,0,0,7,68,66,48,90,74,154
"LOC124904403",0,0,0,3,42,22,10,4,11,25
"ENSG00000224481",0,0,0,0,0,0,0,0,1,0
"ENSG00000235988",0,0,0,0,0,0,0,0,0,0
"ENSG00000252744",0,0,0,0,0,0,0,0,0,0
"MIR5087",2,1,0,0,0,0,0,0,1,0
"RNVU1-21",0,0,0,0,0,0,0,0,0,0
"ENSG00000272824",0,0,0,0,0,0,0,0,0,0
"RNVU1-1",0,0,0,0,0,0,0,8,0,0
"RNU1-155P",0,0,0,0,0,0,0,0,0,0
"MIR6077",0,0,3,0,0,0,0,0,0,0
"RNVU1-2",0,3,0,0,0,2,0,0,0,0
"RNVU1-3",0,0,0,0,0,0,0,0,0,0
"ENSG00000225871",0,0,0,0,0,0,8,0,0,0
"ENSG00000285062",0,0,0,0,0,0,0,0,0,0
"ENSG00000280649",0,0,0,0,0,0,0,0,0,0
"ENSG00000289614",0,0,0,0,0,0,0,0,0,0
"ENSG00000288925",0,0,0,0,0,0,0,0,0,0
"BTG2-DT",0,0,0,0,0,0,0,0,0,0
"ENSG00000229120",4,0,0,0,0,0,0,0,0,0
"RNU6-89P",0,0,0,0,2,0,0,0,0,0
"LOC100420423",0,0,0,0,0,0,6,0,6,0
"ENSG00000236439",38,32,30,48,40,100,90,206,96,92
"LOC124900426",0,0,0,0,0,0,0,0,0,9
"SYT2",185,247,335,198,161,400,38,111,36,32
"ENSG00000226862",0,0,0,0,0,0,2,0,0,0
"ENSG00000225620",0,0,0,0,0,0,0,0,0,0
"KDM5B",38,70,54,104,231,280,2197,4728,760,869
"MGAT4EP",8,10,14,14,12,0,46,62,14,1
"PPP1R12B",35,112,66,73,54,84,48,0,112,202
"ENSG00000289432",0,0,0,0,0,0,0,0,0,0
"FAM20B",108,180,110,126,76,126,12,6,164,242
"ENSG00000232750",0,0,0,0,0,0,0,0,0,0
"TOR3A",774,1118,1045,1190,634,732,188,172,164,256
"ABL2",364,448,520,790,194,640,158,198,256,336
"ENSG00000234041",0,0,0,0,0,0,0,0,0,0
"ENSG00000231905",0,0,0,0,0,0,0,0,0,0
"LOC124900432",0,0,0,0,0,0,0,0,0,0
"LOC124900429",0,0,0,0,0,0,0,0,0,1
"ENSG00000231564",0,0,0,0,0,0,0,0,0,3
"ENSG00000225711",0,0,0,0,0,0,0,0,0,0
"COX5BP8",0,0,0,0,0,0,0,0,0,0
"ENSG00000228191",0,0,0,0,0,0,0,0,0,0
"GPR3",34,60,48,48,26,18,2,0,4,0
"ACTN2",0,0,10,6,4,2,6,20,30,24
"ENSG00000271746",0,0,0,0,0,0,2,0,0,0
"MIR4252",0,0,0,0,0,0,0,0,0,0
"ENSG00000231868",0,0,0,0,0,0,0,0,0,0
"LOC128071543",0,0,0,7,0,0,0,0,0,0
"FAM163A",0,0,0,0,0,0,0,0,0,0
"ENSG00000229407",0,0,0,0,0,0,0,0,2,0
"ENSG00000231966",13,5,7,17,11,0,9,0,0,1
"TOR1AIP2",320,402,354,390,232,265,1466,3465,1174,1528
"ENSG00000272906",0,0,0,0,0,0,7,0,2,12
"TOR1AIP1",226,188,246,304,150,48,216,140,384,534
"RN7SL230P",0,0,0,0,0,0,0,0,2,0
"ENSG00000261831",0,0,5,0,0,0,0,0,0,0
"ENSG00000260360",10,0,0,0,0,0,6,33,0,0
"RPSAP16",0,0,0,0,0,0,0,0,0,0
"RPS24P5",0,0,0,0,0,0,0,0,0,0
"ENSG00000261817",0,0,0,0,0,0,0,0,0,0
"QSOX1",12,7,6,16,14,12,17,3,31,42
"LHX4",144,111,109,176,47,61,17,45,2,0
"RYR2",328,795,388,1207,310,382,39,130,38,11
"ENSG00000289628",0,0,0,0,0,0,0,0,0,0
"LOC100130331",280,442,300,388,241,191,97,95,0,2
"ENSG00000230019",0,0,0,6,0,0,0,0,0,0
"SH3GLB1",1833,2840,1974,2557,1187,1600,468,949,234,272
"ENSG00000237094",0,0,0,0,0,0,0,0,0,0
"ENSG00000290385",3,2,6,0,2,2,5,3,4,2
"ENSG00000154198",0,0,0,0,0,0,0,0,0,0
"CYP4Z2P",0,0,0,0,0,0,0,0,0,0
"ENSG00000225492",1,0,0,10,8,0,6,2,1,0
"GBP1P1",0,0,0,0,0,0,4,0,2,0
"ENSG00000229887",0,0,0,0,0,0,0,0,0,0
"HNRNPA1P6",0,0,0,0,0,0,0,0,0,0
"ENSG00000241361",0,0,0,0,0,0,0,0,0,0
"SLC25A24P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000243967",0,0,0,0,0,0,0,0,0,0
"ENSG00000290552",0,0,0,0,0,0,0,0,0,0
"ENSG00000227179",0,0,0,0,0,0,0,0,0,0
"ENSG00000290561",0,0,0,0,0,0,0,0,0,0
"ENSG00000223804",0,0,0,0,0,0,0,0,0,0
"ENSG00000290569",0,0,0,0,0,0,0,0,1,3
"ENSG00000229961",0,0,0,0,0,0,0,0,0,0
"LOC107985211",0,0,0,0,2,0,0,0,2,0
"ENSG00000215834",0,0,0,0,0,0,0,0,0,0
"FMO9P",0,0,0,0,0,0,0,0,0,0
"OR2T32P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290608",0,0,0,0,0,0,0,0,0,0
"OR2L1P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290612",0,0,0,0,0,0,0,0,0,2
"ENSG00000227671",43,138,52,41,45,0,37,9,107,17
"ENSG00000290683",0,0,0,0,0,0,0,0,15,6
"ENSG00000203664",0,0,0,0,0,0,0,0,0,0
"OR2W5P",0,0,0,0,0,2,0,0,0,0
"ENSG00000215859",0,0,0,0,0,0,0,0,0,0
"PDZK1P1",0,0,0,2,0,28,0,0,12,0
"ENSG00000234571",0,0,0,0,0,0,0,0,0,0
"ENSG00000290735",0,0,0,0,2,2,8,0,16,2
"ENSG00000203878",0,0,0,0,0,0,0,0,0,0
"CHIAP2",0,0,0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,2,9,2,0,0,0
"PRAMEF36P",0,0,0,0,0,0,0,0,0,0
"ENSG00000230092",0,0,0,0,0,0,0,0,0,0
"ENSG00000290784",0,1,0,0,0,0,0,4,0,0
"ENSG00000234232",0,0,0,0,0,0,0,0,0,0
"ENSG00000290790",0,0,0,0,0,0,0,0,3,10
"H2BC19P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290791",0,0,0,0,0,0,9,0,10,38
"H2BC20P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290792",0,0,0,0,115,154,70,16,2,10
"ENSG00000223972",0,0,0,0,0,0,0,0,0,0
"DDX11L16",1,1,0,0,0,0,0,0,0,0
"OR4G11P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290826",0,0,0,0,0,0,0,0,0,0
"CROCCP3",0,0,0,0,0,0,0,0,1,0
"CROCCP3.1",0,1,0,0,0,0,0,0,0,4
"CROCCP4",0,0,0,0,0,0,0,0,0,0
"MST1L",0,0,0,0,0,0,0,0,0,0
"ENSG00000215790",0,0,0,0,0,0,0,0,0,0
"ENSG00000290854",0,2,0,0,0,0,0,3,4,0
"ENSG00000272419",0,0,0,0,0,0,0,0,0,0
"LINC01145",0,0,0,0,3,0,8,24,0,6
"ENSG00000276756",0,0,0,0,0,0,0,0,0,0
"ENSG00000290869",0,0,0,0,0,0,0,0,0,0
"ENSG00000285215",0,0,0,0,0,2,0,0,3,0
"ENSG00000290903",0,0,0,0,0,0,0,0,0,0
"ENSG00000275585",0,0,0,0,0,0,0,0,0,0
"ENSG00000290904",0,0,0,0,0,0,0,0,0,0
"ENSG00000234761",0,0,0,0,0,0,0,0,0,0
"ENSG00000290909",0,0,0,0,0,0,0,0,0,0
"ENSG00000284740",0,0,0,0,0,0,0,0,0,0
"ENSG00000290916",0,1,0,1,0,0,0,0,0,0
"ENSG00000185495",0,0,0,0,0,0,0,0,0,0
"SEPTIN7P13",32,15,12,68,8,0,37,81,6,18
"ENSG00000275131",0,0,0,0,20,31,49,44,5,9
"ENSG00000290999",0,0,0,0,2,0,4,0,14,0
"ENSG00000272150",0,0,0,0,0,0,0,0,0,0
"NBPF25P",13,4,0,6,3,1,2,6,1,4
"ENSG00000153923",0,0,0,0,0,0,0,0,0,0
"CLCA3P",0,0,0,0,0,0,0,0,0,0
"ENSG00000272645",0,0,0,0,0,0,0,0,0,0
"ENSG00000291068",4,2,6,4,3,3,2,0,24,45
"ENSG00000215908",0,0,0,8,0,0,0,0,0,0
"ENSG00000237276",0,0,0,0,0,0,0,0,9,0
"ENSG00000291077",0,0,0,0,1,0,0,0,0,0
"ENSG00000223345",0,0,0,0,0,0,0,0,0,0
"H2BP1",0,0,0,0,2,0,4,8,14,7
"ENSG00000243970",0,0,0,0,0,0,0,0,0,0
"PPIEL",0,0,0,0,0,101,0,0,12,18
"ENSG00000220785",0,0,0,0,0,0,0,0,0,0
"MTMR9LP",0,0,0,0,0,0,1,0,0,0
"ENSG00000198019",0,0,0,0,0,0,0,0,0,0
"FCGR1BP",0,0,0,4,0,0,0,0,0,0
"ENSG00000160766",0,0,0,0,0,0,0,0,0,0
"ENSG00000232022",0,0,0,0,0,0,0,0,2,0
"ENSG00000291138",2,4,0,0,6,0,6,21,4,6
"ENSG00000231752",0,0,0,0,0,0,0,0,0,0
"EMBP1",2,2,2,2,0,0,0,0,0,0
"ENSG00000217801",5,1,3,1,1,3,0,2,0,0
"LOC100288175",8,1,6,0,0,30,8,0,4,0
"ENSG00000286640",0,0,0,0,0,0,0,0,0,0
"LOC124904158",0,0,0,0,0,0,0,0,0,0
"ENSG00000277147",0,0,0,0,0,0,0,0,0,0
"LINC00869",0,0,0,2,5,0,3,10,3,0
"ENSG00000231827",0,0,0,0,0,0,0,0,0,0
"LOC343052",0,0,0,0,0,0,0,0,0,0
"ENSG00000228327",0,0,0,0,0,0,0,0,0,0
"ENSG00000291215",6,17,18,4,11,6,3,1,5,9
"ENSG00000231512",0,0,0,0,0,0,0,0,0,0
"ENSG00000291216",34,25,26,28,16,0,0,0,0,0
"ENSG00000214837",0,0,0,0,0,0,0,0,0,0
"LINC01347",6,0,2,6,0,0,0,4,10,0
"ENSG00000236957",0,0,0,0,0,0,0,0,0,0
"LOC105371458",0,0,0,0,1,0,0,0,2,0
"ENSG00000231551",0,0,0,0,0,0,0,0,0,0
"ENSG00000215861",0,0,0,0,0,0,2,0,0,2
"ENSG00000214796",0,0,0,0,0,0,0,0,0,0
"ENSG00000291234",3,0,0,5,1,0,0,5,9,23
"TPM3",708,1006,927,907,538,610,1617,3938,3527,4502
"ENSG00000288982",0,4,0,0,0,0,0,0,0,0
"ENSG00000284699",0,0,0,2,1,0,0,0,0,0
"CLIC4",2055,1825,2333,1390,1182,584,549,328,1303,1161
"RNU6-1208P",0,0,0,0,0,0,0,0,2,0
"MIR6731",0,0,0,0,0,0,0,0,0,0
"SRRM1",738,959,984,1404,824,992,1183,2283,1939,1636
"ENSG00000285053",0,0,0,0,8,9,19,11,2,7
"PRELP",0,0,0,2,10,0,0,0,8,0
"OPTC",2,0,0,0,0,0,0,0,2,9
"ATP2B4",701,1127,755,1186,583,474,106,24,224,305
"HNRNPR",423,596,480,587,354,832,735,1254,1200,1756
"ZNF436-AS1",2,0,0,0,4,0,0,0,1,0
"EMC1-AS1",0,0,0,0,0,0,28,125,6,15
"CAPZB",234,330,348,493,390,524,134,36,696,780
"MICOS10",33,12,28,27,13,3,25,89,74,23
"RNU4-28P",0,0,0,0,0,0,0,0,0,0
"MICOS10-DT",0,0,0,0,0,0,2,0,2,0
"NBL1",8,0,10,0,8,8,0,0,2,0
"ENSG00000270136",0,0,0,0,0,0,0,0,0,0
"ENSG00000226396",16,28,16,52,36,40,34,74,69,63
"HTR6",0,0,0,0,0,0,0,0,6,1
"RUNX3",0,0,6,2,0,0,1,0,8,0
"ENSG00000229162",0,0,0,0,0,0,0,0,2,0
"ENSG00000261025",0,0,0,0,0,0,0,0,4,0
"MIR4425",0,0,0,0,0,0,0,0,0,0
"ENSG00000285823",0,0,0,0,0,0,0,0,0,0
"CDC42",5,4,3,2,6,4,10,53,66,26
"CROCCP2",3,2,0,11,4,0,2,6,49,30
"ENSG00000290849",0,0,0,0,0,0,0,1,2,0
"ENSG00000268869",0,0,0,0,0,0,0,2,4,2
"ENSG00000290850",0,0,0,0,0,0,0,0,0,0
"ENSG00000290851",0,0,0,4,0,0,0,0,0,0
"LOC105376805",6,39,21,21,7,0,16,22,7,3
"ENSG00000290122",2,12,2,9,1,1,4,23,1,0
"LINC01353",0,0,0,0,0,0,8,0,1,2
"RNU6-487P",0,0,0,0,0,0,0,0,0,0
"FMOD",0,0,0,0,0,0,0,0,0,4
"ENSG00000229652",0,0,0,0,0,0,0,0,1,1
"LARP7P1",0,0,0,2,0,0,0,0,0,0
"ENSG00000211451",1,0,0,0,0,0,0,0,0,0
"ENSG00000233396",0,0,0,0,0,2,0,0,8,0
"ENSG00000290578",0,0,5,1,11,0,4,2,4,15
"ENSG00000277406",0,0,0,0,0,0,0,0,0,0
"LOC124904613",0,12,4,0,0,0,0,0,0,2
"ENSG00000287978",6,12,2,12,6,0,84,178,8,0
"LOC124904634",0,0,0,0,0,0,11,0,2,0
"ENSG00000277655",0,0,0,0,0,0,0,0,0,0
"ENSG00000291242",2,0,0,0,0,0,0,0,0,0
"ENSG00000289321",0,0,0,0,0,0,0,0,0,0
"RNA5SP536",0,0,0,0,0,0,0,0,0,0
"ENSG00000276975",0,0,0,0,5,2,0,0,5,0
"ENSG00000290557",0,0,0,0,0,0,0,0,0,0
"LOC124900456",0,0,0,0,0,0,0,0,0,0
"ENSG00000291243",0,0,0,0,0,0,0,0,0,0
"ENSG00000237188",0,0,0,0,0,0,0,0,0,0
"FMO5",81,136,84,68,44,252,6,1,10,128
"CCT8P1",28,28,25,14,22,16,6,12,12,17
"RPL7AP15",0,0,0,0,0,0,0,0,0,0
"CHD1L",0,1,3,2,1,0,0,0,23,22
"LOC100130018",0,0,0,0,0,0,0,0,0,2
"LINC01738",0,0,0,0,2,0,0,0,2,0
"TRABD2B",0,0,0,2,2,0,0,2,24,2
"ENSG00000223814",0,0,0,0,0,0,0,0,0,0
"ENSG00000225028",0,0,0,0,0,0,0,1,0,0
"ENSG00000226133",0,0,0,0,0,0,0,0,3,0
"ENSG00000231413",0,0,0,0,0,0,0,0,0,0
"ENSG00000237180",0,0,0,0,0,0,0,0,0,0
"ENSG00000279096",0,0,0,0,0,0,0,0,2,0
"ENSG00000242267",0,0,0,0,0,0,0,0,0,0
"ENSG00000223720",0,0,0,0,0,0,0,0,0,0
"SLC5A9",2,0,2,0,0,0,2,2,8,0
"ENSG00000272491",0,0,0,0,0,0,0,0,0,0
"ENSG00000279214",0,0,0,0,0,0,0,0,0,0
"SPATA6",92,228,112,102,40,0,31,142,127,85
"PPP1R8P1",0,0,0,0,0,0,0,0,0,11
"ENSG00000290466",0,0,0,0,0,0,0,0,0,0
"ENSG00000291246",0,0,0,0,0,0,0,0,0,0
"ENSG00000230864",0,0,0,0,0,0,0,0,2,0
"COL11A1",18,14,29,0,12,0,16,0,2,0
"SOD2P1",0,0,0,0,0,0,0,2,0,0
"CEP350",564,466,566,456,392,377,481,772,648,410
"EPS15",899,1222,1084,794,852,1160,589,676,432,256
"EPS15-AS1",0,0,0,0,0,0,0,0,0,0
"ENSG00000227742",0,0,0,0,0,0,0,0,4,0
"PHC2",29,66,63,85,23,8,16,6,22,42
"EPB41",144,234,160,354,99,492,74,58,35,57
"BTG2",0,0,0,2,2,0,0,0,88,104
"KCNAB2",0,6,2,6,4,8,0,0,14,2
"CHD5",0,6,0,0,0,0,0,1,5,1
"ENSG00000285629",2,0,0,0,0,0,0,0,0,0
"RPL22",66,83,57,109,47,80,107,119,400,336
"ENSG00000226944",0,0,0,0,0,0,0,0,2,0
"RNF207",0,0,0,0,0,0,0,0,22,4
"ICMT",247,263,252,208,117,53,140,130,347,509
"ICMT-DT",6,14,14,0,10,0,24,84,24,2
"GPR153",2,8,4,14,8,2,0,0,8,16
"HES3",0,0,0,0,0,0,0,0,0,0
"HES2",0,0,0,0,0,36,10,4,15,20
"PTBP2",1318,1990,1278,1284,950,1444,407,858,507,461
"MIR200B",0,0,0,0,0,0,0,0,2,0
"MIR200A",0,0,0,0,0,0,0,0,0,0
"MIR429",0,0,0,0,0,0,0,0,0,0
"TTLL10",0,0,0,0,0,0,0,0,2,0
"PUSL1",0,0,2,0,0,0,1,0,128,173
"MRPL20-AS1",2,15,8,13,2,0,10,10,9,42
"TMEM278",2,0,0,0,0,0,4,0,2,0
"PDE4DIPP6",0,0,0,0,0,0,0,0,5,0
"PDE4DIP",54,60,62,90,151,649,310,607,114,280
"LOC653513",0,0,0,6,86,166,129,205,5,4
"RGS4",0,0,0,0,14,0,0,0,0,0
"ENSG00000213036",20,22,18,10,8,4,8,24,9,6
"KRT18P12",0,0,0,0,0,0,0,0,0,0
"ENSG00000250536",0,0,0,0,0,0,0,0,4,0
"ENSG00000224584",0,0,0,0,0,0,5,0,0,2
"ENSG00000185221",6,0,0,0,0,0,0,0,8,0
"ENSG00000223869",0,0,0,0,0,0,0,0,0,0
"ENSG00000287008",0,0,0,0,4,0,0,0,3,2
"CENPF",328,410,398,288,189,262,1577,3343,1681,1592
"THBS3-AS1",0,0,0,0,0,0,0,0,0,0
"GBA1LP",0,0,0,0,0,0,0,0,2,8
"ENTREP3",2,2,8,20,18,24,8,6,26,28
"UBXN10",28,8,28,49,40,12,0,0,0,0
"CDCP2",0,0,0,0,0,0,0,0,0,0
"ENSG00000225632",0,0,0,0,0,0,0,0,0,0
"SSBP3",207,202,227,211,182,308,69,69,131,74
"NUP210L",0,8,4,1,5,0,9,24,13,19
"LUZP1",238,320,322,426,193,270,523,1026,334,373
"ENSG00000289014",0,0,0,0,0,0,10,0,0,0
"HTR1D",0,0,4,0,0,0,0,0,0,3
"EVI5",82,104,76,150,91,66,91,220,177,415
"GUK1",8,18,2,12,16,0,12,80,436,764
"IFFO2",10,18,13,0,0,0,4,0,12,0
"NTRK1",0,0,0,0,0,0,0,5,6,10
"OR14A2",0,0,0,0,3,0,0,0,0,0
"ACOT7",25,83,92,36,48,137,6,0,57,276
"ESPN",6,2,2,11,0,0,14,2,6,2
"CACNA1E",142,135,92,232,118,71,46,53,7,2
"ZNF648",0,0,0,0,0,2,4,0,0,0
"ENSG00000224810",0,0,0,0,0,0,0,0,2,2
"ENSG00000225982",0,10,6,0,0,0,0,0,0,0
"ENSG00000228918",0,15,10,35,16,35,6,10,2,0
"ENSG00000232309",0,0,0,0,0,0,0,0,0,0
"ENSG00000289573",0,0,0,0,0,0,0,0,0,0
"ENSG00000232096",0,0,0,0,0,0,0,0,0,0
"RNU6-152P",0,0,0,0,0,0,0,0,0,0
"RPL18P2",0,0,0,0,0,0,0,0,0,0
"ENSG00000231684",10,26,24,24,10,8,34,58,16,20
"MIR4794",0,0,0,0,0,0,0,0,0,2
"RAVER2",225,141,250,277,176,246,36,35,4,0
"SPATA1",2,0,0,0,2,4,14,2,0,0
"ENSG00000284882",26,76,34,72,14,131,32,29,1,0
"ENSG00000289881",0,0,0,0,0,1,6,0,0,0
"ENSG00000285325",0,0,0,0,0,0,0,0,0,0
"LOC100996637",0,0,0,0,0,0,0,0,0,0
"TPO",29,45,86,113,41,11,0,5,2,4
"ENSG00000228613",14,16,24,18,4,30,0,0,2,4
"ENSG00000227713",0,0,0,0,0,0,0,0,0,0
"ENSG00000227364",0,0,0,0,0,0,0,0,0,0
"ENSG00000280360",0,0,0,0,0,0,0,0,0,0
"ENSG00000286905",0,0,0,0,0,0,0,0,0,0
"TRAPPC12",14,8,40,14,31,119,8,2,60,40
"ADI1",290,427,208,440,117,143,16,179,628,1399
"ENSG00000231482",25,54,9,51,27,28,8,36,0,0
"ENSG00000228391",0,0,0,0,0,0,0,2,0,0
